carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,cost_usd,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,shipment_weight_kg,first_carrier_name,carrier_number_name,year_month,price_per_distance,origin_postal_code_2_digit,destination_postal_code_2_digit,lane,country_lane
420763,SHP455998,2024-10-31,2024-11-08,1,1,0,Road,10427.8,Latin America,AR,818464,KR,519195,7575.83,8,4957.98,3635.82,Kuehne + Nagel,420763-Kuehne + Nagel,2024-11,0.7265031933869082,81,51,AR81-->KR51,AR-->KR
CR-825-A,SHP662629,2024-04-16,2024-04-19,1,0,0,Road,2183.84,Asia,SG,360087,CN,381284,951.86,3,556.59,3248.54,ZIM,CR-825-A-ZIM,2024-04,0.43586526485456806,36,38,SG36-->CN38,SG-->CN
CR-638-B,SHP136766,2024-07-02,2024-07-07,1,1,0,Sea,14687.22,Africa,ZA,411400,NG,412433,3462.73,5,4542.59,87456.83,X.P.O Logistics,CR-638-B-X.P.O Logistics,2024-07,0.2357648350062163,41,41,ZA41-->NG41,ZA-->NG
CR-586-B,SHP421226,2023-04-22,2023-04-25,1,0,0,Air,73050.89,Africa,KE,483474,ZA,223332,7358.64,3,13496.99,3056.95,ZIM,CR-586-B-ZIM,2023-04,0.1007330643062665,48,22,KE48-->ZA22,KE-->ZA
417320,SHP172039,2025-08-04,2025-08-05,1,0,0,Road,488.26,North America,CA,89829,MX,57708,1495.17,1,131.5,488.63,Rhenus,417320-Rhenus,2025-08,3.0622414287469795,89,57,CA89-->MX57,CA-->MX
CR-123-C,SHP591641,2023-05-21,2023-05-23,0,1,0,Air,30505.06,Africa,EG,966276,ZA,210549,9349.41,2,12001.37,2139.42,Nippon,CR-123-C-Nippon,2023-05,0.3064871860602798,96,21,EG96-->ZA21,EG-->ZA
CR-433-A,SHP421534,2023-01-21,2023-01-27,0,1,0,Road,4758.01,Middle East,SA,564303,AR,122510,6196.33,6,2423.78,2173.13,ZIM,CR-433-A-ZIM,2023-01,1.302294446627897,56,12,SA56-->AR12,SA-->AR
CR-124-A,SHP919749,2024-05-31,2024-06-03,0,1,0,Road,7149.11,North America,US,47647,MX,34163,1817.02,3,5895.76,18026.33,TNT,CR-124-A-TNT,2024-06,0.25416030806631873,47,34,US47-->MX34,US-->MX
CR-988-A,SHP128404,2024-01-27,2024-02-09,0,0,0,Sea,15103.04,Europe,IT,3870,CA,61137,9118.86,13,10913.79,79789.21,Zim,CR-988-A-Zim,2024-02,0.603776458249465,38,61,IT38-->CA61,IT-->CA
613404,SHP902194,2025-09-27,2025-10-01,0,1,0,Air,51030.27,North America,US,45449,AR,791906,9402.24,4,8988.75,1593.37,Royal Mail,613404-Royal Mail,2025-10,0.1842482902794753,45,79,US45-->AR79,US-->AR
CR-927-C,SHP632507,2023-04-09,2023-04-11,0,0,0,Air,65115.3,Africa,EG,883350,US,35158,5373.37,2,14767.91,4580.59,USPS,CR-927-C-USPS,2023-04,0.08252085147423109,88,35,EG88-->US35,EG-->US
CR-320-A,SHP735410,2024-12-14,2024-12-18,1,1,0,Rail,8000.0,Africa,EG,280112,BR,93068,3027.8,4,2994.19,32963.34,XPO Logistics,CR-320-A-XPO Logistics,2024-12,0.378475,28,93,EG28-->BR93,EG-->BR
CR-682-B,SHP681737,2024-08-05,2024-08-10,1,1,0,Rail,6627.96,North America,CA,20806,TR,2839,5163.44,5,4964.31,32047.86,UPS,CR-682-B-UPS,2024-08,0.7790391010205251,20,28,CA20-->TR28,CA-->TR
CR-288-C,SHP426994,2024-10-16,2024-10-20,0,1,1,Road,539.61,North America,CA,83455,MX,93906,969.32,4,146.96,842.27,ZIM,CR-288-C-ZIM,2024-10,1.7963343896517856,83,93,CA83-->MX93,CA-->MX
CR-573-A,SHP745425,2025-06-07,2025-06-11,1,1,0,Sea,4283.49,Asia,JP,889491,SG,174240,1883.96,4,1330.06,47066.33,ups,CR-573-A-ups,2025-06,0.4398189326927342,88,17,JP88-->SG17,JP-->SG
CR-167-C,SHP421506,2023-08-13,2023-08-17,1,1,0,Road,3169.74,Europe,PL,6221,BE,9962,1672.58,4,678.61,2254.03,UPS,CR-167-C-UPS,2023-08,0.5276710392650501,62,99,PL62-->BE99,PL-->BE
CR-880-C,SHP640888,23-05-2024,2024-05-27,0,0,3,Road,2824.42,Europe,ES,2343,NL,3329,1585.64,4,906.88,3177.42,ZIM Integrated Shipping,CR-880-C-ZIM Integrated Shipping,2024-05,0.5614037572315732,23,33,ES23-->NL33,ES-->NL
CR-427-B,SHP263548,2024-03-08,2024-03-15,1,1,0,Road,69706.99,Middle East,SA,142978,NL,2499,9570.38,7,32366.19,18788.4,USPS,CR-427-B-USPS,2024-03,0.13729440906858836,14,24,SA14-->NL24,SA-->NL
280178,SHP161876,2025-09-10,2025-09-24,1,1,0,Sea,9737.15,North America,CA,21662,AR,976403,11738.93,14,8736.29,49614.32,DHL,280178-DHL,2025-09,1.2055817153889998,21,97,CA21-->AR97,CA-->AR
CR-861-C,SHP579781,2024-12-03,2024-12-10,1,1,0,Road,3940.62,Africa,EG,533256,NG,248278,6179.72,7,1778.39,1598.77,TNT,CR-861-C-TNT,2024-12,1.5682100786170705,53,24,EG53-->NG24,EG-->NG
940445,SHP511784,2023-03-16,2023-03-21,1,0,0,Sea,2957.16,North America,US,93547,MX,22965,1988.78,5,1828.03,61.278,Rhenus,940445-Rhenus,2023-03,0.6725304007899471,93,22,US93-->MX22,US-->MX
CR-527-A,SHP148820,2023-12-25,2024-01-03,0,0,0,Road,74687.11,Middle East,TR,8960,SG,794972,8661.3,9,28777.57,18458.59,TNT,CR-527-A-TNT,2024-01,0.11596780220843997,89,79,TR89-->SG79,TR-->SG
CR-312-B,SHP677521,2024-05-10,2024-05-11,0,0,0,Rail,886.8,Africa,NG,603885,NG,656054,328.79,1,338.23,34290.71,ZIM,CR-312-B-ZIM,2024-05,0.3707600360847993,60,65,NG60-->NG65,NG-->NG
CR-461-A,SHP544671,2024-06-14,2024-06-16,0,0,0,Air,5814.35,Europe,PL,5481,DE,1287,934.89,2,1445.92,2577.71,TNT,CR-461-A-TNT,2024-06,0.1607901141142174,54,12,PL54-->DE12,PL-->DE
CR-712-A,SHP929529,2023-02-03,2023-02-04,1,1,0,Air,67705.34,Latin America,BR,59825,CO,572787,7917.89,1,14520.83,3056.54,ZIM Integrated Shipping,CR-712-A-ZIM Integrated Shipping,2023-02,0.11694631472199979,59,57,BR59-->CO57,BR-->CO
CR-733-A,SHP746298,2024-10-09,2024-10-11,1,1,0,Rail,2881.43,Asia,JP,419620,CN,630783,1422.93,2,588.85,13794.41,USPS,CR-733-A-USPS,2024-10,0.4938277174874976,41,63,JP41-->CN63,JP-->CN
CR-114-C,SHP516263,2023-07-09,2023-07-18,0,1,0,Rail,11573.5,Middle East,TR,5736,CN,253129,9778.85,9,9478.9,32310.89,UPS,CR-114-C-UPS,2023-07,0.8449345487536182,57,25,TR57-->CN25,TR-->CN
CR-275-B,SHP487573,2025-05-16,2025-05-19,1,0,2,Rail,2685.66,Europe,BE,3691,SE,6599,1024.97,3,994.22,32333.17,SF Express,CR-275-B-SF Express,2025-05,0.3816454800682142,36,65,BE36-->SE65,BE-->SE
CR-348-C,653828,2024-10-15,2024-10-23,0,0,0,Rail,8204.99,Africa,ZA,884813,SG,916802,6235.99,8,2793.87,14934.11,YRC Worldwide,CR-348-C-YRC Worldwide,2024-10,0.7600240829056464,88,91,ZA88-->SG91,ZA-->SG
277393,SHP628536,2023-10-06,2023-10-09,1,0,0,Rail,3751.31,Asia,SG,133217,JP,399013,1714.62,3,1616.49,31425.55,DB Cargo,277393-DB Cargo,2023-10,0.4570723293995964,13,39,SG13-->JP39,SG-->JP
CR-617-A,SHP554040,2025-08-15,2025-08-24,1,0,3,Road,5753.22,Europe,PL,9798,EG,531420,9402.59,9,2551.71,1507.69,ups,CR-617-A-ups,2025-08,1.6343178254959831,97,53,PL97-->EG53,PL-->EG
CR-154-B,SHP752714,2024-03-14,2024-03-15,1,0,0,Road,1247.87,North America,CA,18465,CA,72666,432.08,1,290.38,3733.65,db schenker,CR-154-B-db schenker,2024-03,0.3462540168447034,18,72,CA18-->CA72,CA-->CA
CR-357-C,SHP993047,2024-03-15,2024-03-19,0,1,3,Road,7757.605,Asia,SG,613035,CN,541959,1374.82,4,974.26,3936.91,SF Express,CR-357-C-SF Express,2024-03,0.1772222225802938,61,54,SG61-->CN54,SG-->CN
CR-938-C,SHP563791,2024-10-21,2024-10-29,1,0,0,Sea,6732.25,Africa,KE,762845,NG,960576,4394.47,8,5225.88,79279.55,ZIM,CR-938-C-ZIM,2024-10,0.6527490809164841,76,96,KE76-->NG96,KE-->NG
CR-532-C,SHP776953,2023-10-23,2023-11-03,1,1,0,Road,21707.09,Middle East,AE,182302,MX,27460,10681.42,11,4699.71,2444.38,YRC Worldwide,CR-532-C-YRC Worldwide,2023-11,0.4920705631201603,18,27,AE18-->MX27,AE-->MX
CR-326-A,SHP865496,2023-07-21,2023-07-23,0,0,0,Road,3217.89,Europe,NL,7943,FR,3533,1696.04,2,1176.81,3854.77,XPO Logistics,CR-326-A-XPO Logistics,2023-07,0.5270658723573521,79,35,NL79-->FR35,NL-->FR
CR-772-B,SHP681494,2024-07-25,2024-07-27,0,1,0,Road,1925.06,Asia,KR,199837,JP,599432,1097.38,2,731.0,3700.74,SF Express,CR-772-B-SF Express,2024-07,0.5700497646826593,19,59,KR19-->JP59,KR-->JP
509510,SHP455304,2025-05-06,2025-05-09,1,0,0,Air,1665.08,Asia,JP,404028,IN,941892,1199.43,3,408.98,568.3,YRC Worldwide,509510-YRC Worldwide,2025-05,0.7203437672664377,40,94,JP40-->IN94,JP-->IN
CR-222-A,721024,2023-01-24,2023-02-02,1,0,0,Road,123149.25,North America,CA,98442,NG,608489,11252.76,9,36994.72,18264.51,YRC Worldwide,CR-222-A-YRC Worldwide,2023-02,0.09137497792312986,98,60,CA98-->NG60,CA-->NG
CR-106-B,SHP203087,2023-08-30,2023-09-02,1,0,1,Road,4086.23,Europe,ES,8709,IT,5836,1784.9,3,1150.53,3581.07,UPS,CR-106-B-UPS,2023-09,0.4368085007451857,87,58,ES87-->IT58,ES-->IT
943453,SHP816514,2025-03-02,2025-03-15,0,0,0,Sea,9317.37,Asia,KR,362165,EG,242282,9597.48,13,7855.16,54564.06,D.H.L,943453-D.H.L,2025-03,1.0300632045308922,36,24,KR36-->EG24,KR-->EG
CR-204-B,SHP297832,2024-05-24,2024-05-25,1,1,0,Air,2430.66,Africa,ZA,642000,ZA,202842,264.56,1,689.05,4340.93,USPS,CR-204-B-USPS,2024-05,0.1088428657237129,64,20,ZA64-->ZA20,ZA-->ZA
CR-867-A,SHP150454,2023-12-16,2023-12-22,0,1,0,Rail,13573.02,Middle East,TR,3479,SA,810591,4963.32,6,2582.85,17346.25,XPO Logistics,CR-867-A-XPO Logistics,2023-12,0.3656754355331385,34,81,TR34-->SA81,TR-->SA
CR-902-A,SHP592619,2023-10-07,2023-10-13,0,1,3,Road,3778.79,Latin America,AR,949496,PE,865002,6980.81,6,1380.95,1099.0,XPO,CR-902-A-XPO,2023-10,1.8473664850388618,94,86,AR94-->PE86,AR-->PE
CR-592-B,SHP854810,2024-07-15,2024-07-19,1,0,0,Rail,1955.69,North America,MX,44230,CA,88129,1041.17,4,1249.16,39992.32,ZIM,CR-592-B-ZIM,2024-07,0.5323798761562416,44,88,MX44-->CA88,MX-->CA
700660,SHP908274,2024-12-31,2025-01-01,0,0,0,Air,99573.81,Middle East,IL,133955,SG,290926,11782.75,1,25981.96,3675.14,DB Schenker,700660-DB Schenker,2025-01,0.11833181837673983,13,29,IL13-->SG29,IL-->SG
CR-443-A,SHP131156,2024-01-09,2024-01-10,0,0,0,Air,63175.57,Middle East,AE,949215,TR,7403,8167.24,1,12135.61,2476.48,XPO Logistics,CR-443-A-XPO Logistics,2024-01,0.12927845368075033,94,74,AE94-->TR74,AE-->TR
CR-810-C,SHP642138,2024-11-17,2024-11-19,0,1,3,Sea,1981.53,Asia,JP,685739,IN,449601,1206.06,2,1385.48,76584.3,USPS,CR-810-C-USPS,2024-11,0.6086508909781835,68,44,JP68-->IN44,JP-->IN
CR-614-C,SHP481947,2023-02-17,2023-02-20,1,1,0,Rail,3006.66,North America,US,62887,CA,24190,1104.61,3,1159.16,34979.75,Nippon Express,CR-614-C-Nippon Express,2023-02,0.3673877325670345,62,24,US62-->CA24,US-->CA
CR-869-B,SHP311283,2023-03-19,2023-03-27,0,1,0,Road,14079.19,Africa,NG,539875,CL,150211,9745.47,8,4249.24,2422.35,USPS,CR-869-B-USPS,2023-03,0.6921896785255401,53,15,NG53-->CL15,NG-->CL
639966,SHP107889,2024-06-05,2024-06-07,0,0,2,Air,77268.89,Latin America,CL,53885,PE,696967,5161.02,2,15008.11,4846.62,DHL,639966-DHL,2024-06,0.06679298744941205,53,69,CL53-->PE69,CL-->PE
CR-487-B,SHP582336,2024-02-22,2024-02-26,1,1,0,Air,31991.67,Africa,ZA,731725,NG,731053,9650.72,4,11200.85,1934.37,XPO Logistics,CR-487-B-XPO Logistics,2024-02,0.3016635267868167,73,73,ZA73-->NG73,ZA-->NG
CR-775-B,SHP375784,2023-02-05,2023-02-10,1,1,0,Sea,4683.05,North America,US,90877,CA,44419,1980.12,5,2674.0,90028.05,ZIM Integrated Shipping,CR-775-B-ZIM Integrated Shipping,2023-02,0.42282700376891125,90,44,US90-->CA44,US-->CA
CR-799-A,SHP623901,2024-10-06,2024-10-09,1,0,0,Air,12668.53,Africa,KE,392533,SA,858304,9188.87,3,3039.13,551.23,SF Express,CR-799-A-SF Express,2024-10,0.7253304053430035,39,85,KE39-->SA85,KE-->SA
CR-196-C,SHP627181,2024-09-22,2024-09-28,0,0,0,Sea,3659.66,North America,CA,69216,KE,183640,3045.6,6,2394.98,52424.81,SFExpress,CR-196-C-SFExpress,2024-09,0.8322084565232836,69,18,CA69-->KE18,CA-->KE
CR-424-B,SHP949743,2024-06-01,2024-06-03,1,0,0,Air,2755.78,North America,MX,32374,SA,690250,8951.01,2,947.35,176.4,Maersk,CR-424-B-Maersk,2024-06,3.2480858413951763,32,69,MX32-->SA69,MX-->SA
CR-270-C,SHP521838,2024-03-17,2024-03-27,0,0,0,Road,18378.59,North America,US,96524,EG,516381,10707.58,10,7396.67,3837.71,TNT,CR-270-C-TNT,2024-03,0.5826116149280223,96,51,US96-->EG51,US-->EG
CR-588-A,SHP611912,2023-08-16,2023-08-24,1,0,0,Road,987.67,Africa,NG,115715,KE,138855,10976.96,8,267.82,135.54,TNT,CR-588-A-TNT,2023-08,11.1139955653204,11,13,NG11-->KE13,NG-->KE
CR-191-B,SHP940906,2024-11-28,2024-12-11,0,0,0,Sea,33929.72,Latin America,CL,856077,KE,439516,11104.41,13,12659.27,76001.42,ZIM,CR-191-B-ZIM,2024-12,0.32727679450346187,85,43,CL85-->KE43,CL-->KE
CR-594-B,SHP309530,2024-08-29,2024-09-04,0,1,0,Road,10765.92,Middle East,AE,130199,NL,8249,3889.57,6,2196.48,3137.28,USPS,CR-594-B-USPS,2024-09,0.36128542660543644,13,82,AE13-->NL82,AE-->NL
CR-713-A,SHP437848,2023-01-17,2023-01-20,0,1,0,Road,2229.75,North America,US,97916,CA,16038,1756.28,3,1142.58,3614.27,SFExpress,CR-713-A-SFExpress,2023-01,0.7876578091714318,97,16,US97-->CA16,US-->CA
CR-151-C,SHP847047,2023-06-13,2023-06-22,0,0,0,Sea,16720.68,Africa,KE,627844,NG,350196,5220.9,9,6476.69,82702.05,Nippon Express,CR-151-C-Nippon Express,2023-06,0.3122420858481832,62,35,KE62-->NG35,KE-->NG
CR-624-C,SHP530033,2023-02-03,2023-02-15,0,1,0,Sea,9130.16,Latin America,CO,212363,SA,945103,7835.34,12,3227.57,27461.64,USPS,CR-624-C-USPS,2023-02,0.8581821129093028,21,94,CO21-->SA94,CO-->SA
CR-866-B,SHP873249,2024-01-19,2024-01-25,0,0,0,Rail,14743.14,Latin America,AR,638284,CL,114724,4586.54,6,5488.84,39890.95,UPS,CR-866-B-UPS,2024-01,0.31109655066695424,63,11,AR63-->CL11,AR-->CL
CR-888-A,SHP563969,2023-08-24,2023-08-30,1,0,0,Road,3670.46,Africa,KE,466005,ZA,880930,5974.82,6,1848.64,1718.92,YRC Worldwide,CR-888-A-YRC Worldwide,2023-08,1.6278123178021282,46,88,KE46-->ZA88,KE-->ZA
CR-504-C,SHP388083,2023-06-06,2023-06-09,1,0,0,Sea,2577.19,North America,US,30835,MX,25445,1142.56,3,1611.29,94016.71,UPS,CR-504-C-UPS,2023-06,0.44333557091250547,30,25,US30-->MX25,US-->MX
CR-438-A,SHP980092,2024-11-20,2024-12-02,1,0,0,Rail,12629.5,Latin America,PE,211796,AR,914636,9946.48,12,2928.32,9813.58,USPS,CR-438-A-USPS,2024-12,0.787559285799121,21,91,PE21-->AR91,PE-->AR
CR-752-C,SHP659091,2024-04-11,2024-04-21,1,1,0,Sea,19306.45,Latin America,AR,377870,CL,793510,8254.06,10,6208.04,50141.31,db schenker,CR-752-C-db schenker,2024-04,0.4275286238536862,37,79,AR37-->CL79,AR-->CL
CR-204-A,SHP838803,2023-09-21,2023-09-23,1,1,0,Rail,1776.66,North America,CA,25447,US,46466,1374.57,2,887.62,21524.86,Kuehne + Nagel,CR-204-A-Kuehne + Nagel,2023-09,0.7736820776062949,25,46,CA25-->US46,CA-->US
CR-375-C,SHP105544,2025-09-14,2025-09-18,0,1,2,Air,105314.43,Middle East,AE,595261,PE,630522,11733.88,4,24728.21,3512.36,UPS,CR-375-C-UPS,2025-09,0.11141759016309541,59,63,AE59-->PE63,AE-->PE
CR-885-B,SHP494404,2024-11-18,2024-11-25,0,1,0,Sea,13357.18,Middle East,SA,222893,US,27227,3286.57,7,4534.64,91983.29,ZIM,CR-885-B-ZIM,2024-11,0.246052684773283,22,27,SA22-->US27,SA-->US
836439,SHP983473,2025-09-21,2025-09-22,1,1,0,Sea,979.2,Africa,ZA,379738,ZA,597958,256.52,1,268.51,69781.59,YRC Worldwide,836439-YRC Worldwide,2025-09,0.26196895424836597,37,59,ZA37-->ZA59,ZA-->ZA
670295,SHP302635,2025-09-19,2025-09-27,0,1,1,Rail,10081.5,Latin America,AR,286688,MX,27910,5856.25,8,1910.39,10873.78,DHL,670295-DHL,2025-09,0.5808907404652085,28,27,AR28-->MX27,AR-->MX
CR-846-A,SHP939950,2025-02-19,2025-02-22,1,1,0,Sea,4177.98,Europe,DE,8708,ES,2522,1254.71,3,1877.82,99774.74,YRC Worldwide,CR-846-A-YRC Worldwide,2025-02,0.30031498475339763,87,25,DE87-->ES25,DE-->ES
CR-153-A,SHP503143,2024-05-06,2024-05-10,1,1,0,Air,11742.48,Africa,NG,754741,EG,834874,11691.07,4,4411.12,628.84,YRC Worldwide,CR-153-A-YRC Worldwide,2024-05,0.9956218788535302,75,83,NG75-->EG83,NG-->EG
941815,SHP639112,2023-05-20,2023-05-26,1,1,0,Sea,3553.19,North America,MX,21587,SA,469932,3108.16,6,2284.81,49006.76,Kuehne + Nagel,941815-Kuehne + Nagel,2023-05,0.8747519834289751,21,46,MX21-->SA46,MX-->SA
CR-575-B,SHP174686,2023-05-08,2023-05-12,0,0,0,Sea,1803.71,Europe,FR,6543,PL,3117,830.29,4,881.49,70777.6,ZIM,CR-575-B-ZIM,2023-05,0.4603234444561487,65,31,FR65-->PL31,FR-->PL
CR-362-A,SHP142635,2024-09-09,2024-09-19,1,0,0,Rail,20419.25,Asia,SG,500488,MX,61811,9136.46,10,6256.72,22826.93,ZIM,CR-362-A-ZIM,2024-09,0.44744346633691245,50,61,SG50-->MX61,SG-->MX
CR-565-B,SHP863255,2024-09-06,2024-09-09,1,0,0,Air,12164.39,Middle East,SA,658677,IN,563964,3064.49,3,2414.49,1313.16,UPS,CR-565-B-UPS,2024-09,0.2519230310767741,65,56,SA65-->IN56,SA-->IN
CR-184-A,SHP841908,2024-11-08,2024-11-16,0,1,2,Road,6445.6,Africa,EG,409999,KE,681342,9718.52,8,1800.37,1029.17,YRC Worldwide,CR-184-A-YRC Worldwide,2024-11,1.5077758470894873,40,68,EG40-->KE68,EG-->KE
CR-769-C,SHP204821,2023-06-11,2023-06-15,1,1,0,Road,12640.15,North America,CA,47082,CO,814398,3688.72,4,7147.05,14222.92,Nippon Express,CR-769-C-Nippon Express,2023-06,0.29182565080319456,47,81,CA47-->CO81,CA-->CO
CR-777-A,SHP394392,2024-02-17,2024-02-19,0,0,0,Air,43624.71,Africa,KE,526513,EG,870507,8764.12,2,13627.23,2591.48,XPO Logistics,CR-777-A-XPO Logistics,2024-02,0.20089806900722093,52,87,KE52-->EG87,KE-->EG
CR-691-A,SHP321183,2025-03-31,2025-04-06,1,1,0,Road,11050.62,Africa,NG,564758,IT,5920,6674.59,6,4577.57,3810.11,TNT,CR-691-A-TNT,2025-04,0.6040014044460853,56,59,NG56-->IT59,NG-->IT
869862,SHP838118,2024-09-28,2024-09-30,1,0,0,Sea,3490.91,North America,CA,90749,MX,86232,1011.19,2,1081.67,71313.4,Evergreen Marine,869862-Evergreen Marine,2024-09,0.28966372665007123,90,86,CA90-->MX86,CA-->MX
CR-531-A,SHP336914,2024-09-24,2024-09-25,0,0,2,Air,790.28,Africa,NG,401471,NG,880585,485.04,1,174.61,600.0,UPS,CR-531-A-UPS,2024-09,0.6137571493647821,40,88,NG40-->NG88,NG-->NG
CR-730-B,SHP874801,2023-12-26,2023-12-28,0,0,0,Road,9837.58,North America,CA,30736,US,11436,1272.19,2,4693.33,20495.38,YRC Worldwide,CR-730-B-YRC Worldwide,2023-12,0.12931940578882206,30,11,CA30-->US11,CA-->US
CR-541-A,SHP172258,2024-12-11,2024-12-21,0,1,2,Sea,8044.45,Middle East,TR,8101,SA,146934,6241.33,10,2776.78,29660.11,TNT,CR-541-A-TNT,2024-12,0.7758554034147767,81,14,TR81-->SA14,TR-->SA
CR-421-A,SHP140526,2023-02-09,2023-02-17,0,0,0,Road,34103.24,Middle East,IL,135213,TR,9188,7850.22,8,33982.67,24049.33,Royal Mail,CR-421-A-Royal Mail,2023-02,0.23018985879347537,13,91,IL13-->TR91,IL-->TR
CR-322-A,SHP651997,2024-10-14,2024-10-18,0,0,1,Road,510.19,Europe,PL,6659,PL,1370,474.84,4,238.24,2787.31,XPO Logistics,CR-322-A-XPO Logistics,2024-10,0.9307120876536192,66,13,PL66-->PL13,PL-->PL
CR-143-C,SHP929561,2024-07-10,2024-07-13,1,1,0,Air,8341.55,North America,US,44084,US,84826,763.62,3,2038.4,4448.98,YRC,CR-143-C-YRC,2024-07,0.0915441374804443,44,84,US44-->US84,US-->US
CR-683-B,SHP489469,2023-04-21,2023-04-30,0,0,0,Road,69615.06,Africa,ZA,811267,IT,9278,10929.56,9,48815.68,24813.29,Rhenus,CR-683-B-Rhenus,2023-04,0.15699993650799124,81,92,ZA81-->IT92,ZA-->IT
CR-412-B,SHP370176,2024-12-11,2024-12-16,0,1,3,Road,7943.52,Africa,ZA,892675,US,57827,5972.24,5,2674.07,2487.5,XPO,CR-412-B-XPO,2024-12,0.7518379761113461,89,57,ZA89-->US57,ZA-->US
CR-997-A,SHP170672,2023-06-26,2023-07-01,0,1,0,Road,4948.7,Latin America,CO,735301,AE,619320,6141.23,5,1190.73,1077.17,ZIM,CR-997-A-ZIM,2023-07,1.2409784387819023,73,61,CO73-->AE61,CO-->AE
CR-457-B,SHP350772,2023-09-16,2023-09-24,0,1,2,Sea,8735.79,Latin America,PE,817555,BR,72231,6351.91,8,4167.55,43.74,YRC Worldwide,CR-457-B-YRC Worldwide,2023-09,0.7271134035960113,81,72,PE81-->BR72,PE-->BR
CR-892-B,SHP252205,2025-06-24,2025-06-25,0,1,1,Road,803.01,Asia,SG,234094,SG,340928,596.23,1,259.95,2422.19,YRC Worldwide,CR-892-B-YRC Worldwide,2025-06,0.742493866826067,23,34,SG23-->SG34,SG-->SG
CR-203-C,SHP591527,2025-01-17,2025-01-20,0,0,2,Rail,368.08,Asia,SG,841886,SG,848035,126.33,3,111.8,29500.36,UPS,CR-203-C-UPS,2025-01,0.3432134318626386,84,84,SG84-->SG84,SG-->SG
CR-492-B,SHP290042,2023-10-02,2023-10-03,1,1,1,Road,343.28,North America,CA,87808,CA,32993,281.7,1,127.87,2521.89,ZIM,CR-492-B-ZIM,2023-10,0.8206129107434165,87,32,CA87-->CA32,CA-->CA
CR-749-B,SHP130546,2025-08-13,2025-08-16,0,1,0,Road,551.76,Europe,NL,6188,NL,1829,799.81,3,227.08,1577.29,Kuehne + Nagel,CR-749-B-Kuehne + Nagel,2025-08,1.4495614035087718,61,18,NL61-->NL18,NL-->NL
CR-515-A,SHP860668,2023-06-04,2023-06-09,0,0,0,Road,46474.6,Africa,ZA,494186,NG,489229,6408.66,5,12772.09,11071.91,USPS,CR-515-A-USPS,2023-06,0.1378959689809057,49,48,ZA49-->NG48,ZA-->NG
CR-133-A,SHP728049,2025-03-11,2025-03-14,0,1,0,Road,718.04,Asia,CN,120969,CN,146454,361.04,3,197.1,3032.85,ZIM,CR-133-A-ZIM,2025-03,0.5028132137485377,12,14,CN12-->CN14,CN-->CN
CR-625-C,SHP671307,2025-06-04,2025-06-15,0,0,0,Road,22771.33,Africa,KE,863929,CA,54301,11825.26,11,4647.19,2183.27,YRC Worldwide,CR-625-C-YRC Worldwide,2025-06,0.5193047573417977,86,54,KE86-->CA54,KE-->CA
CR-688-C,SHP803448,2023-08-01,2023-08-08,1,0,0,Road,19253.19,Africa,EG,807615,KE,355854,6508.0,7,4673.13,3.989,ZIM,CR-688-C-ZIM,2023-08,0.33802190701904467,80,35,EG80-->KE35,EG-->KE
CR-506-B,SHP189944,2025-06-18,2025-06-26,0,1,0,Rail,16690.97,Africa,KE,836498,EG,212064,6164.05,8,4436.66,23992.14,YRC Worldwide,CR-506-B-YRC Worldwide,2025-06,0.3693044802069622,83,21,KE83-->EG21,KE-->EG
CR-175-C,SHP352855,2024-10-28,2024-11-04,1,1,0,Road,9221.99,Latin America,CO,583393,CL,197233,8607.26,7,2746.91,1772.99,USPS,CR-175-C-USPS,2024-11,0.9333408515949378,58,19,CO58-->CL19,CO-->CL
913009,SHP226335,2025-10-03,2025-10-12,0,0,1,Rail,18025.19,Asia,IN,978909,US,53959,9430.96,9,7406.77,26178.93,CEVA Logistics,913009-CEVA Logistics,2025-10,0.5232100188680396,97,53,IN97-->US53,IN-->US
CR-205-A,SHP256489,2023-04-06,2023-04-16,0,1,0,Road,5296.62,Africa,ZA,530740,NG,462292,9542.26,10,2753.48,1603.09,TNT,CR-205-A-TNT,2023-04,1.801575344276161,53,46,ZA53-->NG46,ZA-->NG
CR-410-C,SHP194970,2023-09-25,2023-09-27,0,1,0,Road,1183.08,Africa,NG,654345,NG,890260,770.3,2,252.06,1817.87,YRC Worldwide,CR-410-C-YRC Worldwide,2023-09,0.6510971362883321,65,89,NG65-->NG89,NG-->NG
CR-712-C,SHP898682,2024-04-21,2024-04-25,0,1,0,Road,6704.63,North America,MX,13224,DE,4589,4103.6,4,1945.6,2634.01,ZIM,CR-712-C-ZIM,2024-04,0.6120546547684212,13,45,MX13-->DE45,MX-->DE
CR-265-A,SHP464544,2023-05-03,2023-05-14,0,1,0,Road,2546.33,Africa,KE,999802,EG,260409,10253.71,11,612.06,331.62,XPO Logistics,CR-265-A-XPO Logistics,2023-05,4.026858262676087,99,26,KE99-->EG26,KE-->EG
