carrier_name,carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,shipment_weight_kg,cost_usd,status,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,remarks,data_entry_source
YRC Worldwide,509510,SHP455304,2025-05-06,2025-05-09,1,0,0,Air,568.3,1665.08,Delivered,Asia,JP,404028,IN,941892,1199.43,3,408.98,Documentation missing,Manual
TNT,CR-222-A,721024,2023-01-24,2023-02-02,1,0,0,Road,18264.51,123149.25,In Transit,North America,CA,98442,NG,608489,11252.76,9,36994.72,Documentation missing,Manual
Kuehne + Nagel,CR-106-B,SHP203087,2023-08-30,2023-09-02,1,0,1,Road,3581.07,$4086.23,Cancelled,Europe,ES,8709,IT,5836,1784.9,3,1150.53,No issues,EDI
D.H.L,943453,SHP816514,2025-03-02,2025-03-15,0,0,0,Sea,54564.06,9317.37,In Transit,Asia,KR,362165,EG,242282,9597.48,13,7855.16,No issues,Email
Nippon Express,CR-204-B,SHP297832,2024-05-24,2024-05-25,1,1,0,Air,4340.93,2430.66,Delivered,Africa,ZA,642000,ZA,202842,264.56,1,689.05,SLA breach,EDI
SFExpress,CR-867-A,SHP150454,2023-12-16,2023-12-22,0,Provided,0,Rail,17346.25,13573.02,Cancelled,Middle East,TR,3479,SA,810591,4963.32,6,2582.85,SLA breach,Portal
Evergreen M.,CR-902-A,SHP592619,2023-10-07,2023-10-13,0,Provided,3,Road,1099.0,3778.79,In Transit,Latin America,AR,949496,PE,865002,6980.81,6,1380.95,SLA breach,Manual
FedEx,CR-592-B,SHP854810,2024-07-15,2024-07-19,1,0,0,Rail,39992.32,1955.69,Delayed,North America,MX,44230,CA,88129,1041.17,4,1249.16,Partial delivery,Manual
DB Schenker,700660,SHP908274,2024-12-31,2025-01-01,0,0,0,Air,3675.14,99573.81,Returned,Middle East,IL,133955,SG,290926,11782.75,1,25981.96,Partial delivery,API
COSCO,CR-443-A,SHP131156,2024-01-09,2024-01-10,0,0,0,Air,2476.48,63175.57,Returned,Middle East,AE,949215,TR,7403,8167.24,1,12135.61,Left at front desk,API
Royal Mail,CR-810-C,SHP642138,2024-11-17,2024-11-19,0,1,3,Sea,76584.3,1981.53,Returned,Asia,JP,685739,IN,449601,1206.06,2,1385.48,Left at front desk,EDI
Evergreen Marine,CR-614-C,SHP481947,2023-02-17,2023-02-20,1,1,0,Rail,34979.75,3006.66,Delivered,North America,US,62887,CA,24190,1104.61,3,1159.16,Left at front desk,EDI
Royal Mail,CR-869-B,SHP311283,2023-03-19,2023-03-27,0,1,0,Road,2422.35,14079.19,Returned,Africa,NG,539875,CL,150211,9745.47,8,4249.24,Partial delivery,Email
DHL,639966,SHP107889,2024-06-05,2024-06-07,0,0,2,Air,4846.62,77268.89,Returned,Latin America,CL,53885,PE,696967,5161.02,2,15008.11,Customs hold,Portal
Royal Mail,CR-487-B,SHP582336,2024-02-22,2024-02-26,1,1,0,Air,1934.37,USD 31991.67,In Transit,Africa,ZA,731725,NG,731053,9650.72,4,11200.85,Partial delivery,Portal
ZIM Integrated Shipping,CR-775-B,SHP375784,2023-02-05,2023-02-10,1,1,0,Sea,90028.05,4683.05,Returned,North America,US,90877,CA,44419,1980.12,5,2674.0,Partial delivery,Manual
Maersk,CR-799-A,SHP623901,2024-10-06,2024-10-09,1,0,0,Air,551.23,12668.53,Delivered,Africa,KE,392533,SA,858304,9188.87,3,3039.13,No issues,EDI
DB Cargo,CR-196-C,SHP627181,2024-09-22,2024-09-28,0,0,0,Sea,52424.81,3659.66,Delayed,North America,CA,69216,KE,183640,3045.6,6,2394.98,Customs hold,EDI
DHL,CR-424-B,SHP949743,2024-06-01,2024-06-03,1,0,0,Air,176.4,2755.78,Delivered,North America,MX,32374,SA,690250,8951.01,2,947.35,Partial delivery,Manual
Evergreen Marine,CR-270-C,SHP521838,2024-03-17,03/27/2024,0,0,0,Road,3837.71,18378.59,Cancelled,North America,US,96524,EG,516381,10707.58,10,7396.67,Left at front desk,API
DB Cargo,CR-588-A,SHP611912,2023-08-16,2023-08-24,1,0,0,Road,135.54,987.67,Returned,Africa,NG,115715,KE,138855,10976.96,8,267.82,SLA breach,Manual
FedEx,CR-191-B,SHP940906,2024-11-28,2024-12-11,0,0,0,Sea,76001.42,33929.72,In Transit,Latin America,CL,856077,KE,439516,11104.41,13,12659.27,Left at front desk,Manual
Maersk Sealand,CR-594-B,SHP309530,2024-08-29,2024-09-04,0,1,0,Road,3137.28,10765.92,Delayed,Middle East,AE,130199,NL,8249,3889.57,6,2196.48,Left at front desk,Email
Hapag-Lloyd,CR-713-A,SHP437848,2023-01-17,2023-01-20,0,1,0,Road,3614.27,2229.75,Delayed,North America,US,97916,CA,16038,1756.28,3,1142.58,No issues,API
CEVA Logistics,CR-151-C,SHP847047,2023-06-13,2023-06-22,0,0,0,Sea,82702.05,16720.68,Returned,Africa,KE,627844,NG,350196,5220.9,9,6476.69,No issues,EDI
SF Express,CR-624-C,SHP530033,2023-02-03,2023-02-15,0,1,0,Sea,27461.64,9130.16,In Transit,Latin America,CO,212363,SA,945103,7835.34,12,3227.57,Customs hold,Email
FedEx,CR-866-B,SHP873249,2024-01-19,2024-01-25,0,0,0,Rail,39890.95,14743.14,In Transit,Latin America,AR,638284,CL,114724,4586.54,6,5488.84,Customs hold,API
DHL,CR-888-A,SHP563969,2023-08-24,2023-08-30,1,0,0,Road,1718.92,3670.46,Delivered,Africa,KE,466005,ZA,880930,5974.82,6,1848.64,SLA breach,API
UPS,CR-504-C,SHP388083,2023-06-06,2023-06-09,1,0,0,Sea,94016.71,$2577.19,Delivered,North America,US,30835,MX,25445,1142.56,3,1611.29,SLA breach,Email
Royal Mail,CR-438-A,SHP980092,2024-11-20,2024-12-02,Yes,0,0,Rail,9813.58,12629.5,Delayed,Latin America,PE,211796,AR,914636,9946.48,12,2928.32,Partial delivery,API
DB Cargo,CR-752-C,SHP659091,2024-04-11,2024-04-21,1,1,0,Sea,50141.31,19306.45,Returned,Latin America,AR,377870,CL,793510,8254.06,10,6208.04,No issues,Portal
Kuehne + Nagel,CR-204-A,SHP838803,2023-09-21,2023-09-23,1,1,0,Rail,21524.86,1776.66,Cancelled,North America,CA,25447,US,46466,1374.57,2,887.62,Documentation missing,Portal
COSCO Group,CR-375-C,SHP105544,2025-09-14,2025-09-18,0,1,2,Air,3512.36 kg,105314.43,Cancelled,Middle East,AE,595261,PE,630522,11733.88,4,24728.21,Customs hold,Portal
CEVA,CR-885-B,SHP494404,2024-11-18,2024-11-25,0,1,0,Sea,91983.29,13357.18,Cancelled,Middle East,SA,222893,US,27227,3286.57,7,4534.64,Partial delivery,Portal
YRC Worldwide,836439,SHP983473,2025-09-21,2025-09-22,1,1,0,Sea,69781.59,979.2,Returned,Africa,ZA,379738,ZA,597958,256.52,1,268.51,Partial delivery,Email
DHL,670295,SHP302635,2025-09-19,2025-09-27,0,1,1,Rail,10873.78,10081.5,Delivered,Latin America,AR,286688,MX,27910,5856.25,8,1910.39,No issues,EDI
YRC Worldwide,CR-846-A,SHP939950,2025-02-19,2025-02-22,1,1,0,Sea,99774.74,4177.98,In Transit,Europe,DE,8708,ES,2522,1254.71,3,1877.82,Customs hold,Email
FedeEx,CR-153-A,SHP503143,2024-05-06,2024-05-10,1,1,0,Air,628.84,11742.48,Cancelled,Africa,NG,754741,EG,834874,11691.07,4,4411.12,Customs hold,API
Kuehne + Nagel,941815,SHP639112,2023-05-20,05/26/2023,1,1,0,Sea,49006.76,3553.19,Delayed,North America,MX,21587,SA,469932,3108.16,6,2284.81,SLA breach,Manual
ZIM,CR-575-B,SHP174686,2023-05-08,2023-05-12,0,0,0,Sea,70777.6,1803.71,Returned,Europe,FR,6543,PL,3117,830.29,4,881.49,Customs hold,Email
Maersk,CR-362-A,SHP142635,2024-09-09,2024-09-19,1,0,0,Rail,22826.93,20419.25,Delivered,Asia,SG,500488,MX,61811,9136.46,10,6256.72,SLA breach,Portal
COSCO,CR-565-B,SHP863255,2024-09-06,2024-09-09,1,0,0,Air,1313.16,12164.39,Cancelled,Middle East,SA,658677,IN,563964,3064.49,3,2414.49,Left at front desk,API
DHL,CR-184-A,SHP841908,2024-11-08,2024-11-16,0,1,2,Road,1029.17,6445.6,Delayed,Africa,EG,409999,KE,681342,9718.52,8,1800.37,Partial delivery,Portal
Nippon Express,CR-769-C,SHP204821,2023-06-11,2023-06-15,1,1,0,Road,,12640.15,Delayed,North America,CA,47082,CO,814398,3688.72,4,7147.05,Left at front desk,EDI
CEVA Logistics,CR-777-A,SHP394392,2024-02-17,2024-02-19,0,0,0,Air,2591.48,43624.71,Delivered,Africa,KE,526513,EG,870507,8764.12,2,13627.23,Documentation missing,EDI
DHL,CR-691-A,SHP321183,2025-03-31,2025-04-06,1,1,0,Road,3810.11,11050.62,Delivered,Africa,NG,564758,IT,5920,6674.59,6,4577.57,Documentation missing,Email
Evergreen Marine,869862,SHP838118,2024-09-28,2024-09-30,1,0,0,Sea,71313.4,3490.91,Delivered,North America,CA,90749,MX,86232,1011.19,2,1081.67,Partial delivery,Email
TNT,CR-531-A,SHP336914,2024-09-24,2024-09-25,0,0,2,Air,600.0,790.28,Delayed,Africa,NG,401471,NG,880585,485.04,1,174.61,No issues,Manual
DB Schenker,CR-730-B,SHP874801,2023-12-26,2023-12-28,0,0,0,Road,20495.38,USD 9837.58,Cancelled,North America,CA,30736,US,11436,1272.19,2,4693.33,SLA breach,Manual
Nippon Express,CR-541-A,SHP172258,2024-12-11,2024-12-21,0,1,2,Sea,29660.11,8044.45,Returned,Middle East,TR,8101,SA,146934,6241.33,10,2776.78,Left at front desk,EDI
CEVA,CR-421-A,SHP140526,2023-02-09,2023-02-17,0,None,0,Road,24049.33,34103.24,Delivered,Middle East,IL,135213,TR,9188,7850.22,8,33982.67,Documentation missing,EDI
TNT,CR-322-A,SHP651997,2024-10-14,2024-10-18,0,0,1,Road,2787.31,510.19,Delayed,Europe,PL,6659,PL,1370,474.84,4,238.24,Customs hold,EDI
Kuehne+Nagel,CR-143-C,SHP929561,2024-07-10,2024-07-13,1,1,0,Air,4448.98,8341.55,Delayed,North America,US,44084,US,84826,763.62,3,2038.4,Left at front desk,Email
COSCO,CR-683-B,SHP489469,2023-04-21,2023-04-30,0,0,0,Road,24813.29,69615.06,Delayed,Africa,ZA,811267,IT,9278,10929.56,9,48815.68,No issues,Email
HapagLloyd,CR-412-B,SHP370176,2024-12-11,2024-12-16,0,1,3,Road,2487.5,7943.52,Delivered,Africa,ZA,892675,US,57827,5972.24,5,2674.07,Documentation missing,EDI
Maersk,CR-997-A,SHP170672,2023-06-26,2023-07-01,0,1,0,Road,1077.17,4948.7,Returned,Latin America,CO,735301,AE,619320,6141.23,5,1190.73,Customs hold,API
TNT,CR-457-B,SHP350772,2023-09-16,2023-09-24,0,1,2,Sea,43740 g,USD 8735.79,Returned,Latin America,PE,817555,BR,72231,6351.91,8,4167.55,SLA breach,Manual
HapagLloyd,CR-892-B,SHP252205,2025-06-24,2025-06-25,0,1,1,Road,2422.19,803.01,In Transit,Asia,SG,234094,SG,340928,596.23,1,259.95,Documentation missing,Email
DB Schenker,CR-203-C,SHP591527,2025-01-17,2025-01-20,0,0,2,Rail,29500.36,368.08,In Transit,Asia,SG,841886,SG,848035,126.33,3,111.8,SLA breach,Email
ZIM,CR-492-B,SHP290042,2023-10-02,2023-10-03,1,1,Yes,Road,2521.89,$343.28,Returned,North America,CA,87808,CA,32993,281.7,1,127.87,Left at front desk,Manual
DB Cargo,CR-749-B,SHP130546,2025-08-13,2025-08-16,0,1,0,Road,1577.29,551.76,Delayed,Europe,NL,6188,NL,1829,799.81,3,227.08,No issues,Manual
Hapag-Lloyd,CR-515-A,SHP860668,2023-06-04,2023-06-09,0,0,0,Road,11071.91,46474.6,In Transit,Africa,ZA,494186,NG,489229,6408.66,5,12772.09,Left at front desk,Portal
TNT,CR-133-A,SHP728049,2025-03-11,2025-03-14,0,1,0,Road,3032.85,718.04,Delayed,Asia,CN,120969,CN,146454,361.04,3,197.1,Partial delivery,API
XPO Logistics,CR-625-C,SHP671307,2025-06-04,2025-06-15,0,None,0,Road,2183.27 kg,22771.33,Returned,Africa,KE,863929,CA,54301,11825.26,11,4647.19,Documentation missing,EDI
ZIM,CR-688-C,SHP803448,2023-08-01,2023-08-08,1,0,0,Road,3989 g,19253.19,Returned,Africa,EG,807615,KE,355854,6508.0,7,4673.13,Partial delivery,Manual
TNT,CR-506-B,SHP189944,2025-06-18,2025-06-26,0,1,0,Rail,23992.14,16690.97,In Transit,Africa,KE,836498,EG,212064,6164.05,8,4436.66,Partial delivery,API
Rhenus,CR-175-C,SHP352855,2024-10-28,2024-11-04,1,Provided,0,Road,1772.99,9221.99,Delayed,Latin America,CO,583393,CL,197233,8607.26,7,2746.91,Left at front desk,API
CEVA Logistics,913009,SHP226335,2025-10-03,2025-10-12,0,0,Yes,Rail,26178.93,18025.19,Returned,Asia,IN,978909,US,53959,9430.96,9,7406.77,Left at front desk,Manual
TNT,CR-205-A,SHP256489,2023-04-06,2023-04-16,0,1,0,Road,1603.09,5296.62,In Transit,Africa,ZA,530740,NG,462292,9542.26,10,2753.48,Customs hold,EDI
YRC Worldwide,CR-410-C,SHP194970,2023-09-25,2023-09-27,0,1,0,Road,1817.87,1183.08,Returned,Africa,NG,654345,NG,890260,770.3,2,252.06,Partial delivery,Email
DB Cargo,CR-712-C,SHP898682,2024-04-21,2024-04-25,0,1,0,Road,2634.01,$6704.63,Cancelled,North America,MX,13224,DE,4589,4103.6,4,1945.6,Documentation missing,Portal
U.P.S,CR-265-A,SHP464544,2023-05-03,2023-05-14,0,1,0,Road,331.62,2546.33,In Transit,Africa,KE,999802,EG,260409,10253.71,11,612.06,Partial delivery,Email
USPS,CR-396-B,SHP484937,2024-04-05,2024-04-09,0,0,0,Road,412.12,522.08,Cancelled,North America,MX,96259,CA,33636,1547.33,4,114.78,Left at front desk,Portal
UPS,CR-306-C,SHP688591,2024-07-04,2024-07-05,1,0,0,Air,2193.84,10098.76,Cancelled,Asia,CN,429595,KR,206932,1565.36,1,2060.49,No issues,Email
Rhenus,CR-474-C,SHP476130,2024-07-25,2024-07-31,No,0,0,Road,19723.27,USD 30368.35,In Transit,Asia,JP,679995,SE,1838,6210.03,6,22046.78,Documentation missing,Email
DHL,CR-877-A,SHP208861,2025-08-11,2025-08-16,0,0,0,Sea,40686.83,3610.36,Delivered,North America,MX,11083,CA,38369,1684.73,5,1028.19,Customs hold,Email
X.P.O Logistics,721460,SHP153023,2023-04-13,2023-04-19,1,0,0,Rail,25227.71,6495.06,Cancelled,Latin America,CO,801694,KE,575529,5657.68,6,4281.91,No issues,API
USPS,CR-411-C,SHP584092,2024-06-07,2024-06-10,1,1,0,Rail,25870.82,2017.86,Delayed,Europe,NL,7610,FR,1200,1170.55,3,908.49,Left at front desk,Manual
XPO Logistics,CR-241-B,SHP685277,2025-07-20,2025-07-23,1,1,0,Sea,65703.38,1036.75,Cancelled,Asia,SG,944350,SG,378722,399.28,3,393.51,Partial delivery,API
FedEx,CR-413-C,SHP300922,2023-09-10,2023-09-20,0,1,2,Road,2738.9,23789.64,Returned,Africa,NG,261480,ZA,873968,11265.57,10,5553.95,Left at front desk,EDI
Rhenus,CR-776-B,SHP900206,2024-12-13,2024-12-19,0,1,0,road,545.76,3653.04,Cancelled,Middle East,TR,1085,MX,36841,7351.84,6,722.22,Left at front desk,Email
UPS,CR-531-A,SHP694912,2025-08-20,2025-08-23,0,1,0,Rail,30228.14,1888.9,Delivered,Europe,ES,6854,SE,7417,896.6,3,813.07,No issues,Portal
Rhenus,CR-926-C,SHP746324,02-07-2023,2023-07-03,0,1,0,Air,,21875.9,Delayed,Africa,ZA,703207,EG,992814,6378.79,1,5379.08,Partial delivery,Email
FedEx,CR-501-A,SHP773028,2024-10-11,2024-10-14,1,0,0,Road,10354.56,7408.0,Cancelled,North America,US,87154,CA,85194,1349.7,3,2515.6,Documentation missing,Email
DB Cargo,217544,SHP915244,2024-02-21,2024-03-03,0,0,0,sea,73786.2,USD 10661.97,Returned,Latin America,CL,462287,ES,7091,7004.91,11,7752.98,SLA breach,EDI
Rhenus,971195,SHP399295,2023-12-26,2024-01-06,0,1,0,Road,12683.78,70043.76,Returned,Middle East,AE,317266,KR,590636,11639.88,11,26574.79,Documentation missing,Portal
CEVA Logistics,CR-536-B,SHP201627,2023-04-04,2023-04-15,1,0,0,Rail,27621.98,25713.21,Cancelled,Africa,EG,686983,NG,498154,9337.7,11,7737.77,Partial delivery,Portal
UPS,CR-235-A,SHP827513,2024-11-15,2024-11-17,1,1,3,Air,4321.78,52831.73,In Transit,Africa,EG,211643,CO,75186,6538.48,2,16954.71,SLA breach,Email
CEVA Logistics,CR-999-A,SHP935949,2025-08-11,2025-08-13,0,0,0,Road,1063.09,809.07,Returned,North America,US,90586,MX,48411,1103.88,2,211.23,Documentation missing,Portal
DHL,CR-255-B,SHP658952,2024-06-30,2024-07-04,0,0,0,Sea,89255.88,5432.81,Cancelled,Asia,KR,419166,JP,940947,1722.64,4,2306.34,No issues,API
COSCO,CR-686-C,SHP252651,2024-06-01,2024-06-08,1,0,0,Rail,14245.91,9331.37,Delayed,Middle East,IL,656881,AE,693993,5457.16,7,2332.27,Partial delivery,API
S.F. Express,752839,SHP481738,09-03-2024,2024-03-18,1,1,0,Rail,37156.48,24489.32,Delivered,Europe,NL,7790,IL,617861,9249.37,9,10310.22,Partial delivery,EDI
CEVA Logistics,882389,SHP975120,07-02-2024,2024-02-11,0,None,0,Road,15041.78,38916.46,Delayed,Middle East,IL,718877,SA,642646,5474.36,4,14821.93,Left at front desk,API
YRC,CR-911-C,SHP685310,2023-11-06,2023-11-16,1,1,Yes,Sea,43772.66,8265.2,Returned,Middle East,AE,374924,IL,548972,6284.85,10,4126.57,SLA breach,Email
DB Cargo,CR-352-A,SHP750708,08-01-2023,2023-01-13,1,0,0,Sea,20599.89,1398.11,Returned,Europe,NL,9197,DE,6182,1302.75,5,402.55,Left at front desk,EDI
TNT,CR-503-B,SHP791252,2025-09-17,2025-09-21,0,0,0,Air,4954.91 kg,67804.12,In Transit,Asia,IN,749232,MX,48982,10060.52,4,29909.39,Partial delivery,Manual
YRC Worldwide,207178,SHP117011,2025-05-05,2025-05-12,1,1,0,Road,16596.88,46811.57,Returned,Latin America,AR,644301,SA,812573,7854.93,7,23466.12,Documentation missing,EDI
Hapag-Lloyd,CR-516-B,SHP274712,2024-07-17,2024-07-25,0,0,0,Sea,43180.43,10802.37,Cancelled,Europe,NL,5177,AR,504112,5928.23,8,3839.75,Left at front desk,Manual
DB-Cargo,CR-697-C,SHP334006,2024-09-07,2024-09-12,0,Provided,0,Rail,25371.7,12644.0,Returned,Africa,ZA,600566,EG,877779,4407.28,5,3354.61,Left at front desk,Manual
CEVA Logistics,CR-242-C,SHP384116,2024-12-24,2024-12-31,1,1,0,Rail,13062.55,9207.68,Returned,Africa,NG,723290,KE,477355,4095.27,7,1604.84,Partial delivery,Manual
TNT,CR-405-A,SHP576166,2023-06-19,2023-06-22,1,0,0,Road,19741.78,22654.78,Delivered,North America,US,53495,CA,27791,1976.62,3,7023.96,Partial delivery,Manual
Royal Mail,CR-780-B,SHP348516,2024-06-21,2024-06-23,1,1,0,Rail,35305.6,3227.84,Delivered,Europe,NL,3412,IT,5088,1345.83,2,1425.46,Documentation missing,EDI
X.P.O Logistics,CR-726-A,SHP400601,2024-04-24,2024-04-29,0,None,0,Road,1125.42,3046.43,Delivered,Africa,NG,643049,PL,5744,4619.44,5,935.79,Left at front desk,Manual
TNT,CR-659-B,SHP352169,2023-05-01,2023-05-13,1,1,0,Sea,39358.82,8311.13,In Transit,Middle East,TR,1459,SA,434033,10126.03,12,5978.23,SLA breach,Manual
UPS,CR-470-A,SHP741385,2023-05-20,05/22/2023,1,0,0,Air,3964.8,35693.62,Returned,Africa,KE,391027,NG,142410,3858.01,2,9177.74,Documentation missing,Manual
Kuehne + Nagel,CR-181-A,SHP885645,2024-06-14,2024-06-19,1,1,0,Sea,88352.93,5352.8,Returned,North America,MX,30912,CA,30119,1727.3,5,2289.18,Customs hold,API
ZIM,CR-652-C,SHP562545,2024-08-20,2024-08-21,1,0,0,Road,24001.99,4032.05,Delayed,Middle East,SA,885439,SA,890084,756.98,1,3270.43,Partial delivery,EDI
Kuehne + Nagel,CR-608-C,SHP192952,2024-10-20,2024-10-24,1,0,0,Air,2431.82,74358.89,Delayed,Europe,IT,9091,PE,300283,10097.69,4,14733.46,Partial delivery,Email
ZIM,CR-249-B,SHP201014,2024-06-14,2024-06-15,0,1,0,road,671.71,251.58,Cancelled,North America,MX,91067,MX,85821,345.53,1,41.78,Documentation missing,Manual
XPO Logistics,835532,SHP728916,2025-04-04,2025-04-11,Yes,0,0,Road,2064.66,11368.23,Cancelled,Europe,IT,7580,US,29420,6217.42,7,2310.64,Left at front desk,API
USPS,CR-489-A,SHP163747,2025-08-04,2025-08-16,0,0,0,Sea,75030.24,15189.65,In Transit,Middle East,TR,8713,AR,696194,7467.53,12,8404.36,SLA breach,Portal
DB Schenker,CR-864-A,SHP808527,2025-10-01,2025-10-02,1,0,0,Air,3020.44,15834.81,Delivered,Europe,PL,2869,FR,5011,1678.19,1,3041.32,No issues,Email
Rhenus,CR-716-C,SHP587703,2024-04-18,2024-04-19,1,1,0,Road,401.32,336.79,Delayed,Europe,IT,1756,ES,6479,865.47,1,62.52,Left at front desk,Email
DHL,168219,SHP727168,2024-10-05,2024-10-12,1,0,0,Sea,41710.23,5982.13,Delivered,Middle East,AE,463179,US,47355,5463.33,7,3418.15,Documentation missing,Portal
Rhenus,CR-224-B,SHP328308,2023-04-27,2023-05-07,0,1,0,Sea,86263.19,23125.7,Delivered,Africa,NG,507094,EG,404916,7660.9,10,9912.8,Partial delivery,Manual
Nippon Express,CR-281-A,SHP758510,2025-09-20,2025-09-24,0,0,0,Road,2827.78,3582.46,Delivered,Asia,CN,858160,IN,765042,1821.61,4,927.2,Documentation missing,API
HapagLloyd,CR-780-C,SHP197670,2025-10-20,2025-10-27,1,1,0,Sea,38265.05,9628.86,Cancelled,Asia,KR,982896,AE,361795,5745.6,7,3297.84,Customs hold,API
U.P.S,CR-242-A,SHP470015,2023-07-31,2023-08-04,1,1,0,Sea,21253.48,4543.42,Returned,Latin America,AR,579745,BR,33258,3226.32,4,1028.56,Partial delivery,Manual
TNT,CR-465-A,SHP262413,2023-01-14,2023-01-22,1,0,0,Rail,8213.8,6694.46,Delayed,Latin America,AR,695207,IT,4956,8302.62,8,2045.88,Documentation missing,Portal
X.P.O Logistics,658637,SHP325772,2023-05-21,2023-05-31,1,1,0,Rail,10458.06,19078.2,Delayed,Asia,SG,484483,NL,3597,11001.15,10,3451.52,No issues,Email
Nippon Express,CR-393-A,SHP257617,2024-04-26,05/01/2024,0,1,1,Sea,53243.35,3152.82,Cancelled,Asia,JP,135819,SG,403735,1445.57,5,1154.51,Left at front desk,Email
XPO Logistics,CR-999-A,SHP667193,2025-08-08,2025-08-11,0,1,0,Sea,90546.05,4436.2,Delayed,Asia,KR,120118,JP,568505,935.19,3,1270.17,No issues,EDI
Royal Mail,CR-355-C,SHP557505,2024-08-03,2024-08-08,0,1,0,Road,723.74,$1246.2,Cancelled,Middle East,TR,5841,IL,483427,3042.89,5,396.41,Partial delivery,Email
SFExpress,CR-258-A,SHP427351,2024-08-25,2024-08-26,0,0,1,Air,3966.69,47530.46,Returned,Africa,ZA,374292,NG,350678,7415.24,1,17648.37,Documentation missing,Portal
XPO Logistics,CR-789-A,SHP839072,2023-09-07,2023-09-08,0,0,0,Air,4754.44,5649.94,Delayed,Africa,EG,686312,EG,138721,468.49,1,1336.45,Partial delivery,Email
XPO Logistics,CR-409-A,SHP833812,2023-10-14,2023-10-18,0,1,0,Road,1717.54,2399.34,Delayed,North America,US,57078,CA,77500,1927.11,4,595.78,Left at front desk,EDI
Kuehne + Nagel,CR-305-B,SHP378323,2025-10-07,2025-10-12,0,0,0,Rail,37906.08,11446.93,Cancelled,North America,MX,57877,EG,617211,4681.55,5,5323.78,Partial delivery,API
DB Cargo,CR-391-C,SHP988444,2024-12-18,2024-12-21,0,0,0,Road,2855.49,380.12,In Transit,Europe,FR,6983,FR,1963,276.94,3,142.35,Customs hold,EDI
Evergreen Marine,CR-978-C,SHP298750,2025-09-10,2025-09-11,1,1,0,Air,3394.87,6665.15,Delivered,Africa,NG,749585,NG,658111,575.14,1,1171.51,SLA breach,Portal
Kuehne + Nagel,CR-796-B,SHP295815,2024-08-16,2024-08-23,0,0,0,Sea,94595.95,7699.44,Returned,Middle East,SA,222508,AE,811757,3255.55,7,4619.43,Partial delivery,API
XPO Logistics,CR-529-B,SHP877170,2024-09-18,2024-09-24,1,None,0,Rail,39755.02,4724.38,In Transit,Europe,NL,5217,AE,762013,3327.4,6,3968.43,Customs hold,Portal
Royal Mail,890266,SHP673456,2024-05-04,2024-05-06,0,1,1,Road,12377.65,1166.81,Returned,Latin America,BR,55863,BR,16314,379.15,2,844.74,SLA breach,Manual
XPO Logistics,CR-165-A,SHP884759,2023-06-01,2023-06-04,0,0,2,Road,2644.41,563.72,Delivered,Europe,DE,1522,DE,2765,664.27,3,316.19,Documentation missing,Manual
Hapag-Lloyd,140773,SHP367975,2023-07-19,2023-07-22,0,1,0,Road,12216.22,$13106.2,Cancelled,North America,CA,52156,MX,55745,1438.34,3,3162.79,SLA breach,API
DHL,CR-848-A,SHP781517,2024-08-26,2024-09-06,Yes,0,0,Sea,56599.16,20702.05,Returned,Latin America,AR,605422,KE,245339,8577.84,11,7282.48,Documentation missing,API
Maersk,CR-459-C,SHP567782,2024-07-30,2024-08-03,Yes,0,0,Rail,16298.15,2515.39,Delivered,North America,MX,38809,US,13850,1537.29,4,751.65,Customs hold,Portal
Zim,CR-262-B,SHP917629,2023-06-15,2023-06-24,Yes,0,0,Sea,98975.33,12794.54,Delivered,Latin America,CO,136691,BR,90541,6084.03,9,9032.53,No issues,Portal
UPS,544221,SHP434828,2023-05-20,05/25/2023,1,0,0,Sea,95062.13,5528.64,Delivered,Asia,KR,647279,JP,468667,1707.0,5,2434.06,Partial delivery,API
Hapag-Lloyd,CR-776-C,SHP459369,2023-04-30,2023-05-02,0,1,0,Road,3046.52,2277.76,Cancelled,North America,US,85313,CA,16223,1558.47,2,854.63,Left at front desk,Email
Kuehne+Nagel,CR-666-A,SHP462658,2023-08-10,2023-08-16,1,1,0,Sea,78245.94,5179.72,In Transit,Middle East,TR,3393,PL,3712,1897.04,6,2226.53,Customs hold,Manual
CEVA Logistics,CR-880-B,SHP338049,2023-11-30,2023-12-03,1,0,0,Air,1446.66,3175.41,In Transit,Asia,SG,334396,JP,843882,1265.36,3,1098.33,Partial delivery,API
Maersk,CR-771-A,SHP854801,07-07-2024,2024-07-09,1,0,0,Rail,28806.87,3667.43,Delivered,Asia,IN,150694,CN,772124,1448.95,2,1252.19,Left at front desk,API
ZIM,CR-314-C,SHP503636,2024-02-14,2024-02-18,1,1,2,Air,2934.32,88794.74,Cancelled,Europe,DE,4744,ZA,511338,9332.12,4,16430.07,SLA breach,Email
DHL,250497,SHP876204,2024-12-04,2024-12-07,0,0,0,Air,3797.01,30696.51,Cancelled,Latin America,CO,456238,BR,96953,5060.93,3,11529.83,Left at front desk,EDI
